NCT Number,Title,Acronym,Status,Study Results,Conditions,Interventions,Gender,Age,Phases,Enrollment,Study Type,URL
NCT04806867,Selection of Patients With Chronic Inflammatory Rheumatism Requiring Management During the COVID-19 Pandemia,SePaRIC,Completed,No Results Available,Covid19|Inflammatory Rheumatism|Rheumatoid Arthritis|Spondyloarthritis|Inflammatory Arthritis,Other: SePaRIC-Covid19 cohort,All,"18 Years and older   (Adult, Older Adult)",,918,Observational,https://ClinicalTrials.gov/show/NCT04806867
NCT04452682,The Impact of COVID-19 Pandemic on Critical Limb Threatening Ischemia and Emergency Vascular Practice,,Completed,No Results Available,COVID|Critical Limb Ischemia,Other: COVID 19 impact,,"Child, Adult, Older Adult",,998,Observational,https://ClinicalTrials.gov/show/NCT04452682
NCT04412031,Prediction of Unfavourable Outcome in Newly Covid-19 Hospitalized Patient,PredictCovid19,Completed,No Results Available,to Predict an Unfavorable Evolution of Covid-19 at the Hospital Admission of Patients,Other: non applicable,All,"18 Years and older   (Adult, Older Adult)",,802,Observational,https://ClinicalTrials.gov/show/NCT04412031
NCT04346420,Impact of the Double-Trunk Mask on Oxygenation Titration in COVID-19,,Completed,No Results Available,COVID|Hypoxemia,Other: Standard interface|Device: Double-Trunk Mask,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,12,Interventional,https://ClinicalTrials.gov/show/NCT04346420
NCT04424017,Sero-prevalence of Coronavirus Disease 2019 (COVID-19) in Healthcare Workers,,Completed,No Results Available,COVID|Corona Virus Infection,Biological: Specific anti-SARS-CoV-2 antibodies,All,18 Years to 60 Years   (Adult),,1546,Observational,https://ClinicalTrials.gov/show/NCT04424017
NCT04668196,Noninvasive Respiratory Support in COVID-19 (CATCOVID-AIR),CATCOVID-AIR,Completed,No Results Available,Covid19|Acute Respiratory Failure|Corona Virus Infection,Device: High-flow nasal cannula treatment|Device: Continuous positive airway pressure (CPAP) treatment|Device: Noninvasive ventilation treatment,All,"18 Years and older   (Adult, Older Adult)",,367,Observational,https://ClinicalTrials.gov/show/NCT04668196
NCT04407286,Vitamin D Testing and Treatment for COVID 19,,Completed,No Results Available,Covid 19|Vitamin D Deficiency,Dietary Supplement: Vitamin D3,All,"18 Years and older   (Adult, Older Adult)",Phase 1,41,Interventional,https://ClinicalTrials.gov/show/NCT04407286
NCT04839094,Dry Versus Wet Nasopharyngeal Rapid Test for the Detection of COVID-19.,RESTART,Completed,No Results Available,SARS-CoV-2,Diagnostic Test: rapid antigen testing versus RT-PCR,All,"18 Years and older   (Adult, Older Adult)",,58,Observational,https://ClinicalTrials.gov/show/NCT04839094
NCT04628637,High GRP78 Levels in Covid-19 Infection: A Case-Control Study,,Completed,No Results Available,Covid19|Endoplasmic Reticulum Stress,Other: Serum protein level analysis,All,"18 Years and older   (Adult, Older Adult)",,144,Observational,https://ClinicalTrials.gov/show/NCT04628637
NCT04590352,Mucosal Immunity Against SARS-CoV-2 Infection in COVID-19 Patients,MuCo,Completed,No Results Available,SARS-CoV-2 Infection,Procedure: nasopharyngeal and throat swab|Procedure: collection of mucosal lining fluid|Procedure: blood collection via fingerprick,All,"Child, Adult, Older Adult",,187,Observational,https://ClinicalTrials.gov/show/NCT04590352
NCT04420247,Efficacy of Chloroquine or Hydroxychloroquine in Treating Pneumonia Caused by SARS-Cov-2 - COVID-19,,Completed,No Results Available,COVID|COVID-19|SARS-CoV 2|Coronavirus|Corona Virus Infection,Drug: Chloroquine|Drug: Hydroxychloroquine|Other: standard care,All,"18 Years and older   (Adult, Older Adult)",Phase 3,142,Interventional,https://ClinicalTrials.gov/show/NCT04420247
NCT04412057,Clinical Trial to Evaluate CERC-002 in Adults With COVID-19 Pneumonia and Acute Lung Injury,,Completed,No Results Available,COVID-19 Pneumonia|Acute Lung Injury|ARDS,Drug: CERC-002|Drug: Placebo,All,"18 Years and older   (Adult, Older Adult)",Phase 2,83,Interventional,https://ClinicalTrials.gov/show/NCT04412057
NCT04898166,Association of Androgenetic Alopecia and Severity of Coronavirus Disease 2019 (COVID-19).,,Completed,No Results Available,Androgenetic Alopecia|Coronavirus Disease 2019|Covid19|Male Pattern Baldness|Female Pattern Baldness|COVID-19 Pneumonia,,All,"20 Years to 100 Years   (Adult, Older Adult)",,300,Observational,https://ClinicalTrials.gov/show/NCT04898166
NCT04405544,Determination of Acute Encephalopathy Predictors in Patients With COVID-19,,Completed,No Results Available,Encephalopathy|COVID,Diagnostic Test: CT-scan|Diagnostic Test: EEG|Diagnostic Test: EP|Diagnostic Test: Pulse oximetry|Diagnostic Test: Blood tests,All,18 Years to 60 Years   (Adult),Not Applicable,51,Interventional,https://ClinicalTrials.gov/show/NCT04405544
NCT04579627,"Facial Hair, PPE and COVID-19",FACIAL HAIR,Completed,No Results Available,COVID|Safety Issues,Behavioral: Questionnaire,All,"Child, Adult, Older Adult",,358,Observational,https://ClinicalTrials.gov/show/NCT04579627
NCT04699097,The Effect of Azithromycin Use on Conduction System of Heart in COVID-19 Positive Children,,Completed,No Results Available,Azithromycin Adverse Reaction|Covid19|Long QT Syndrome,Drug: Azithromycin,All,"1 Year to 18 Years   (Child, Adult)",,105,Observational,https://ClinicalTrials.gov/show/NCT04699097
NCT04754633,Comparison of Chest CT Findings Related to COVID-19 With RSNA and BSTI Guidelines,,Completed,No Results Available,Covid19|Infection Viral|CT Scan,,All,"18 Years and older   (Adult, Older Adult)",,764,Observational,https://ClinicalTrials.gov/show/NCT04754633
NCT04896944,Is Precariousness a Risk Factor for COVID-19 Mortality in Intensive Care?,,Completed,No Results Available,Precariousness|Critically Ill|Covid19,Other: No intervention,All,"18 Years and older   (Adult, Older Adult)",,200,Observational,https://ClinicalTrials.gov/show/NCT04896944
NCT04629638,Maternal Attachment and Depression Anxiety Score Evaluation in COVID-19 Positive Pregnant Women,,Completed,No Results Available,"Covid19|Depression, Anxiety|Pregnancy Related","Other: Maternal attachment, Edinburgh depression scoring and postpartum anxiety scale scores",Female,18 Years to 45 Years   (Adult),,500,Observational,https://ClinicalTrials.gov/show/NCT04629638
NCT04432922,"Perceptions, Representations and Experiences of Septic Isolation of Hospitalized Patients for COVID-19 Infection",,Completed,No Results Available,COVID19,Other: Hospitalized Patients for COVID-19 Infection,All,"18 Years and older   (Adult, Older Adult)",,15,Observational,https://ClinicalTrials.gov/show/NCT04432922
NCT04641182,Prone Position for Nonintubated Patients With COVID-19 and Hypoxemic Respiratory Failure,,Completed,No Results Available,Covid19|Ards|Respiratory Failure,Other: Prone position,All,"18 Years and older   (Adult, Older Adult)",,66,Observational,https://ClinicalTrials.gov/show/NCT04641182
NCT04467931,ACEI or ARB and COVID-19 Severity and Mortality in US Veterans,,Completed,No Results Available,Hypertension|COVID,Drug: ACEI/ARB|Drug: Non-ACEI/ARB|Drug: ACEI|Drug: ARB,All,"18 Years and older   (Adult, Older Adult)",,22213,Observational,https://ClinicalTrials.gov/show/NCT04467931
NCT04581811,Prolonged Prone Positioning for COVID-19-induced Acute Respiratory Distress Syndrome (ARDS),,Completed,No Results Available,ARDS|Covid19|Acute Hypoxemic Respiratory Failure,Other: Prolonged Proned Positioning|Other: Traditional Proning Arm,All,"18 Years to 99 Years   (Adult, Older Adult)",Not Applicable,52,Interventional,https://ClinicalTrials.gov/show/NCT04581811
NCT04311697,Intravenous Aviptadil for Critical COVID-19 With Respiratory Failure,COVID-AIV,Completed,No Results Available,Critical COVID-19 With Respiratory Failure|Acute Respiratory Distress Syndrome (ARDS)|Corona Virus Infection|Acute Lung Injury,Drug: Aviptadil by intravenous infusion + standard of care|Drug: Normal Saline Infusion + standard of care,All,"18 Years to 100 Years   (Adult, Older Adult)",Phase 3,196,Interventional,https://ClinicalTrials.gov/show/NCT04311697
NCT04422873,The Impact of COVID-19 on Dialysis Users,,Completed,No Results Available,End Stage Renal Disease|Sars-CoV2,,All,"18 Years and older   (Adult, Older Adult)",,20,Observational,https://ClinicalTrials.gov/show/NCT04422873
NCT04480398,Efficacy and Safety of Guduchi Ghan Vati for Covid-19 Asymptomatic Patients,,Completed,No Results Available,Covid19|Asymptomatic Condition,Drug: Guduchi Ghan Vati,All,"18 Years to 75 Years   (Adult, Older Adult)",,91,Observational,https://ClinicalTrials.gov/show/NCT04480398
NCT04813770,The Impact of Theory-based Messaging on Covid-19 Vaccination Intentions,,Completed,No Results Available,Vaccination|Covid19,Behavioral: Theory-based messages|Behavioral: General messages,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,1113,Interventional,https://ClinicalTrials.gov/show/NCT04813770
NCT04385901,Long Term Functional Outcomes of COVID-19 Patients Treated by Rehabilitation Services viaTelehealth,,Completed,No Results Available,SARS-CoV 2|SARS Pneumonia,Behavioral: Therapy Intervention,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,26,Interventional,https://ClinicalTrials.gov/show/NCT04385901
NCT04454333,COVID-19 in Pain Perspective,,Completed,No Results Available,Infection|COVID|Pain,,All,"18 Years to 95 Years   (Adult, Older Adult)",,466,Observational,https://ClinicalTrials.gov/show/NCT04454333
NCT04565106,Automatic Oxygen Titration With O2matic® to Patients Admitted With COVID-19 and Hypoxemic Respiratory Failure,O2matic-COVI,Completed,No Results Available,Covid19|Hypoxemic Respiratory Failure|Hypoxemia,Device: Closed-loop control of oxygen supplementation by O2matic,All,"18 Years and older   (Adult, Older Adult)",,16,Observational,https://ClinicalTrials.gov/show/NCT04565106
NCT04367545,Development of a Molecular Diagnostic Strategy for SARS-CoV2 Based on Saliva in the Context of the COVID-19 Pandemic,MolCOVID,Completed,No Results Available,COVID|RT-ddPCR Multiplex,Diagnostic Test: Saliva collection,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,130,Interventional,https://ClinicalTrials.gov/show/NCT04367545
NCT04530357,"Reactogenicity, Safety and Immunogenicity of QazCovid-in® COVID-19 Vaccine",,Completed,No Results Available,Covid19|SARS-CoV Infection|Vaccine Adverse Reaction,Biological: QazCovid-in® - COVID-19 inactivated vaccine|Other: Placebo,All,"18 Years to 100 Years   (Adult, Older Adult)",Phase 2,244,Interventional,https://ClinicalTrials.gov/show/NCT04530357
NCT04475588,Efficacy and Safety of Itolizumab in COVID-19 Complications,,Completed,Has Results,Acute Respiratory Distress Syndrome|Cytokine Release Syndrome|Covid19,Drug: Itolizumab IV infusion|Drug: Best supportive care (BSC),All,"18 Years to 99 Years   (Adult, Older Adult)",Phase 2,32,Interventional,https://ClinicalTrials.gov/show/NCT04475588
NCT04534569,Expert Panel Statement for the Respiratory Management of COVID-19 Related Acute Respiratory Failure (C-ARF),,Completed,No Results Available,Covid19|Acute Respiratory Failure|Acute Respiratory Distress Syndrome,Other: Experts consensus,All,"18 Years to 70 Years   (Adult, Older Adult)",,40,Observational,https://ClinicalTrials.gov/show/NCT04534569
NCT04720794,A Study To Evaluate The Performance of the Lucira Health All-In-One COVID-19 Test Kit vs Hologic Panther Fusion,,Completed,No Results Available,Covid19|SARS (Severe Acute Respiratory Syndrome)|Corona Virus Infection,Device: Lucira COVID-19 All-In-One test kit,All,"18 Years to 75 Years   (Adult, Older Adult)",Not Applicable,101,Interventional,https://ClinicalTrials.gov/show/NCT04720794
NCT04649931,Differences in Exhaled Breath by Using Ion Mobility Spectrometry (IMS) in Subjects Tested for SARS-CoV-2 Infection (COVID-19 Disease),,Completed,No Results Available,SARS (Severe Acute Respiratory Syndrome)|Covid19,Device: Ion Mobility Spectrometry (IMS),All,"18 Years and older   (Adult, Older Adult)",,450,Observational,https://ClinicalTrials.gov/show/NCT04649931
NCT04407468,Awake Prone Positioning and Oxygen Therapy in Patients With COVID-19,APRONOX,Completed,No Results Available,COVID|ARDS|Pneumonia,Procedure: Prone position,All,"18 Years and older   (Adult, Older Adult)",,827,Observational,https://ClinicalTrials.gov/show/NCT04407468
NCT04365595,SARS-CoV-2 Associated Respiratory Failure Recovery (COVID-19 CAir),,Completed,No Results Available,SARS-CoV 2|COVID,"Other: Questionnaires, spirometry",All,"18 Years and older   (Adult, Older Adult)",,58,Observational,https://ClinicalTrials.gov/show/NCT04365595
NCT04412304,Anticoagulant Therapy and 28-days Mortality in Critically Ill COVID-19 Patients,,Completed,No Results Available,Covid-19|Thromboembolic Events|Bleeding,Drug: Dose of Tinzaparin or Dalteparin,All,"Child, Adult, Older Adult",,166,Observational,https://ClinicalTrials.gov/show/NCT04412304
NCT04382417,Prospective Observational Cohort Study of Critically Ill Patients With Covid-19 in Sweden,,Completed,No Results Available,Covid-19|Critical Illness,Other: Observational study,All,"18 Years and older   (Adult, Older Adult)",,57,Observational,https://ClinicalTrials.gov/show/NCT04382417
NCT04611269,Clinical Characteristics and Outcomes of Patients With COVID-19 on Mechanical Ventilation in Argentina,SATICOVID19,Completed,No Results Available,Respiratory Failure|Covid-19|Mechanical Ventilation,,All,"18 Years and older   (Adult, Older Adult)",,950,Observational,https://ClinicalTrials.gov/show/NCT04611269
NCT04646642,"Psychological Health, Coping Strategies and Preferences of Military COVID-19 Deployers",,Completed,No Results Available,Coping Skills|Healthcare Workers|Covid19,,All,"Child, Adult, Older Adult",,21,Observational,https://ClinicalTrials.gov/show/NCT04646642
NCT04391738,Association Between BMI and COVID-19,BMI-SARS-CoV-2,Completed,No Results Available,SARS-CoV 2,Other: Patients admitted to Intensive Care Unit with SARS-CoV2,All,"18 Years and older   (Adult, Older Adult)",,1200,Observational,https://ClinicalTrials.gov/show/NCT04391738
NCT04700254,"Anxiety, Depression and Eating Attitudes of Diabetes Mellitus Patients During COVID-19 Lockdown in Greece",,Completed,No Results Available,Diabetes Mellitus|SARS-CoV-2,Other: DASS questionnaire|Other: EAT-26 questionnaire,All,"18 Years to 85 Years   (Adult, Older Adult)",,150,Observational,https://ClinicalTrials.gov/show/NCT04700254
NCT04371692,Prevalence of COVID-19 Infection Among HCW in a French University Hospital,EXPOCOVIA,Completed,No Results Available,Sars-CoV2,Other: self-administered questionnaire|Diagnostic Test: SARS-Cov2 testing,All,"18 Years and older   (Adult, Older Adult)",,900,Observational,https://ClinicalTrials.gov/show/NCT04371692
NCT04435522,Maraviroc in Patients With Moderate and Severe COVID-19,,Completed,No Results Available,COVID,Drug: Maraviroc,All,"18 Years to 99 Years   (Adult, Older Adult)",Phase 1,9,Interventional,https://ClinicalTrials.gov/show/NCT04435522
NCT04558645,Evaluation of Quality of Life in Patients With Type 1 Diabetes Mellitus During the Covid-19 Pandemic,,Completed,No Results Available,Type 1 Diabetes Mellitus|Covid19,Other: Online Survey,All,"18 Years to 65 Years   (Adult, Older Adult)",,118,Observational,https://ClinicalTrials.gov/show/NCT04558645
NCT04359693,Impact of COVID-19 Infection on the Incidence of Ventilator-acquired Infections,COVAPID,Completed,No Results Available,SARS-CoV 2,,All,"18 Years and older   (Adult, Older Adult)",,1576,Observational,https://ClinicalTrials.gov/show/NCT04359693
NCT04373109,Stroke Rehabilitation Outcome During COVID-19 Lockdown,SROCL,Completed,No Results Available,Stroke|Rehabilitation|COVID-19|Cohort Studies,Behavioral: Observation,All,"18 Years and older   (Adult, Older Adult)",,36,Observational,https://ClinicalTrials.gov/show/NCT04373109
NCT04414267,Bacillus Calmette-guérin Vaccination to Prevent COVID-19,ACTIVATEII,Completed,No Results Available,COVID-19|Virus Diseases|Corona Virus Infection|Coronary Heart Disease|Chronic Obstructive Pulmonary Disease,Biological: BCG vaccine|Biological: Placebo,All,"50 Years and older   (Adult, Older Adult)",Phase 4,301,Interventional,https://ClinicalTrials.gov/show/NCT04414267
NCT04402853,SARS Cov-2 in Conjunctival Secretion in COVID-19 Patients,,Completed,No Results Available,Sars-CoV2|Tear,Diagnostic Test: Tears swab,All,"18 Years and older   (Adult, Older Adult)",,100,Observational,https://ClinicalTrials.gov/show/NCT04402853
